iter	RMSE
278	8.203275626
279	8.19939694
280	8.176724243
281	8.16122885
282	8.150855518
283	8.148881783
284	8.144278916
285	8.140325446
286	8.136999556
287	8.134873589
288	8.12482961
289	8.121130713
290	8.117762442
291	8.115434514
292	8.112858593
293	8.102010379
294	8.098690746
295	8.096864719
296	8.093334953
297	8.090602897
298	8.08747472
299	8.080942921
300	8.075864404
301	8.072581672
302	8.070878902
303	8.065553515
304	8.06392553
305	8.057485157
306	8.055809558
307	8.053370547
308	8.044085052
309	8.030722022
310	8.027451299
311	8.025331819
312	8.020531926
313	8.012323098
314	8.010545861
315	7.996130808
316	7.993910047
317	7.989893169
318	7.987671565
319	7.975358016
320	7.971424733
321	7.969568354
322	7.967687999
323	7.966164318
324	7.963719022
325	7.962802961
326	7.952634526
327	7.937004119
328	7.925715979
329	7.917914502
330	7.910168672
331	7.883373208
332	7.878083538
333	7.876409267
334	7.872785487
335	7.870516044
336	7.868226329
337	7.866386349
338	7.851090858
339	7.840557672
340	7.83000516
341	7.824867566
342	7.822126744
343	7.813754155
344	7.795479484
345	7.792484543
346	7.771497418
347	7.76892972
348	7.76435576
349	7.762392962
350	7.757546086
351	7.753560806
352	7.751496938
353	7.74884355
354	7.746710376
355	7.744759357
356	7.735443237
357	7.719569018
358	7.71084795
359	7.707843847
360	7.701879298
361	7.700460601
362	7.69758417
363	7.692041095
364	7.689383248
365	7.686446137
366	7.676067221
367	7.673893394
368	7.658179344
369	7.634204233
370	7.632107779
371	7.624164711
372	7.623420909
373	7.614000612
374	7.607507715
375	7.606384546
376	7.603199252
377	7.591147009
378	7.588882521
379	7.582725128
380	7.581596409
381	7.578110223
382	7.575922707
383	7.574565064
384	7.572001147
385	7.567850069
386	7.566231747
387	7.561699102
388	7.544390542
389	7.529316437
390	7.526503955
391	7.524617022
392	7.510737311
393	7.503507918
394	7.5018735
395	7.5005129
396	7.490226662
397	7.480465949
398	7.479122728
399	7.4772394
400	7.475905763
401	7.473324839
402	7.470488099
403	7.468184799
404	7.453911391
405	7.451172428
406	7.449227204
407	7.427986016
408	7.426441135
409	7.424180463
410	7.422401247
411	7.420991519
412	7.419712101
413	7.412538731
414	7.409527132
415	7.398933077
416	7.397305086
417	7.387250914
418	7.368369978
419	7.358605432
420	7.346790622
421	7.344877565
422	7.343566131
423	7.33965016
424	7.338154314
425	7.329533424
426	7.328099026
427	7.327084377
428	7.321403829
429	7.319279746
430	7.31793809
431	7.31700771
432	7.313803205
433	7.311757132
434	7.310346207
435	7.308814473
436	7.307594703
437	7.306506357
438	7.305128224
439	7.302221266
440	7.287533856
441	7.286790235
442	7.285294944
443	7.283238906
444	7.281772561
445	7.267165051
446	7.264171311
447	7.263273603
448	7.262100137
449	7.25751039
450	7.252151578
451	7.249271201
452	7.230912078
453	7.228918096
454	7.225306443
455	7.220769933
456	7.217523687
457	7.21677713
458	7.206583131
459	7.201495723
460	7.200070117
461	7.198970792
462	7.18276853
463	7.181688049
464	7.1613521
465	7.154839399
466	7.153187723
467	7.149441494
468	7.147718473
469	7.137072838
470	7.1336244
471	7.128781724
472	7.127297928
473	7.126464282
474	7.125511566
475	7.123562418
476	7.121752446
477	7.120628358
478	7.118941059
479	7.115175798
480	7.112946398
481	7.111998883
482	7.104104365
483	7.103155336
484	7.095908923
485	7.093030046
486	7.074976036
487	7.072557026
488	7.071065125
489	7.069585002
490	7.066197051
491	7.065347793
492	7.0610882
493	7.055965217
494	7.054892243
495	7.053182148
496	7.049720968
497	7.043343071
498	7.041823062
499	7.035950008
500	7.027741653
501	7.022724864
502	7.000588881
503	6.998980196
504	6.998302619
505	6.99186729
506	6.985081326
507	6.983621743
508	6.974104021
509	6.964060134
510	6.96067711
511	6.958748676
512	6.955877552
513	6.954351743
514	6.953715578
515	6.949668092
516	6.943148697
517	6.941619748
518	6.93628152
519	6.934564777
520	6.93406241
521	6.932454044
522	6.923639766
523	6.922083867
524	6.899575446
525	6.898709807
526	6.897143808
527	6.89532296
528	6.892466415
529	6.891064748
530	6.890381384
531	6.881010084
532	6.879197392
533	6.877615557
534	6.876821049
535	6.875442788
536	6.873179505
537	6.871621165
538	6.869763134
539	6.868986386
540	6.862851244
541	6.862173722
542	6.861199537
543	6.855149222
544	6.854162259
545	6.853739578
546	6.842254845
547	6.840514157
548	6.839338638
549	6.838034777
550	6.837364867
551	6.836617088
552	6.835411022
553	6.834306202
554	6.833528551
555	6.825441021
556	6.823687344
557	6.812527711
558	6.811069849
559	6.809935974
560	6.809235749
561	6.808029716
562	6.802330779
563	6.801326724
564	6.800819404
565	6.798682517
566	6.797545527
567	6.79719234
568	6.796262299
569	6.794199822
570	6.79363849
571	6.771370819
572	6.769656803
573	6.768128659
574	6.766778791
575	6.765907042
576	6.75266749
577	6.749719261
578	6.743602028
579	6.739724674
580	6.736510288
581	6.73519604
582	6.734331838
583	6.7318391
584	6.727538475
585	6.726963815
586	6.725963691
587	6.725213412
588	6.722999866
589	6.7206591
590	6.715985727
591	6.715187302
592	6.692750155
593	6.690415487
594	6.689395344
595	6.683224672
596	6.68240954
597	6.677642189
598	6.672934775
599	6.671797354
600	6.654203142
601	6.64652622
602	6.644599171
603	6.643519808
604	6.642858879
605	6.638714871
606	6.638207286
607	6.637641707
608	6.636486429
609	6.634186726
610	6.632965691
611	6.632332353
612	6.630734958
613	6.620790657
614	6.619454509
615	6.61367961
616	6.61301139
617	6.611892033
618	6.611100792
619	6.610780031
620	6.60907898
621	6.606835151
622	6.604892926
623	6.603218049
624	6.602305282
625	6.601212168
626	6.600931217
627	6.600327905
628	6.599115719
629	6.59824485
630	6.595300321
631	6.593024429
632	6.59243084
633	6.579071745
634	6.578556309
635	6.576658088
636	6.569909878
637	6.562459292
638	6.557967931
639	6.557380584
640	6.555950017
641	6.548817151
642	6.547352072
643	6.546283517
644	6.545230026
645	6.544908576
646	6.540135034
647	6.538008467
648	6.53778473
649	6.537015033
650	6.53591209
651	6.530989809
652	6.529672016
653	6.52433631
654	6.523845305
655	6.5233903
656	6.522586139
657	6.521950821
658	6.519489428
659	6.519109885
660	6.518762012
661	6.511731726
662	6.508951634
663	6.50539144
664	6.504738015
665	6.503700431
666	6.50263712
667	6.498249121
668	6.492591713
669	6.491404768
670	6.486294588
671	6.485876856
672	6.484519501
673	6.483279801
674	6.48081398
675	6.479889101
676	6.475619169
677	6.474428746
678	6.474242424
679	6.47329533
680	6.47306789
681	6.471785268
682	6.471614282
683	6.471390452
684	6.470845888
685	6.462981667
686	6.461766499
687	6.45803248
688	6.4567009
689	6.456290081
690	6.447124633
691	6.442868368
692	6.440151098
693	6.437540391
694	6.435093576
695	6.434843382
696	6.431657905
697	6.430974464
698	6.428048252
699	6.420022864
700	6.419615987
701	6.417223393
702	6.394640539
703	6.394054158
704	6.392251971
705	6.374114904
706	6.3722877
707	6.366179308
708	6.360142709
709	6.349646751
710	6.346261734
711	6.34006085
712	6.333847897
713	6.333506345
714	6.332864058
715	6.325599765
716	6.324182853
717	6.321000589
718	6.320504307
719	6.319315477
720	6.318365831
721	6.31167988
722	6.307816923
723	6.306133184
724	6.305816491
725	6.304856525
726	6.303968549
727	6.303452279
728	6.289126957
729	6.288701226
730	6.287580406
731	6.286654295
732	6.285460574
733	6.276778121
734	6.27651386
735	6.276023331
736	6.275031182
737	6.270375601
738	6.269783848
739	6.26778018
740	6.267300902
741	6.266349626
742	6.26441006
743	6.262866316
744	6.262401261
745	6.261755662
746	6.26049897
747	6.250122719
748	6.249485351
749	6.247215565
750	6.222930361
751	6.2128904
752	6.205697466
753	6.203969171
754	6.203558458
755	6.200418838
756	6.199365178
757	6.194819479
758	6.192015216
759	6.183987252
760	6.182927719
761	6.182735301
762	6.181642134
763	6.174324725
764	6.166867137
765	6.165399302
766	6.164752212
767	6.162770267
768	6.162243709
769	6.153574174
770	6.151611596
771	6.151420901
772	6.149387935
773	6.147968264
774	6.143093275
775	6.141465679
776	6.127807418
777	6.126843591
778	6.126578483
779	6.126038929
780	6.122073187
781	6.120999058
782	6.1196312
783	6.118962
784	6.100786065
785	6.100312546
786	6.100218539
787	6.098642189
788	6.097422954
789	6.095935476
790	6.093406827
791	6.085522318
792	6.082124412
793	6.075963882
794	6.072988413
795	6.072640596
796	6.072003761
797	6.071455642
798	6.069624766
799	6.068852037
800	6.068278589
801	6.067860257
802	6.06659902
803	6.066023598
804	6.053721945
805	6.053149222
806	6.052361442
807	6.050063231
808	6.048563322
809	6.047040068
810	6.046110889
811	6.045553548
812	6.044801902
813	6.044283532
814	6.043852538
815	6.043606185
816	6.042935443
817	6.042541293
818	6.023534612
819	6.022568292
820	6.019323817
821	6.018310854
822	6.01797428
823	6.01640105
824	6.012463704
825	5.990727067
826	5.984494275
827	5.983851234
828	5.981649369
829	5.980307214
830	5.979317228
831	5.978757435
832	5.971584897
833	5.971490652
834	5.970736841
835	5.970372727
836	5.969714043
837	5.967508554
838	5.966959989
839	5.964863956
840	5.961924448
841	5.961276781
842	5.96092384
843	5.958707726
844	5.958296048
845	5.957576241
846	5.955078163
847	5.938572731
848	5.931407649
849	5.930598693
850	5.929159676
851	5.921865113
852	5.917101418
853	5.916532126
854	5.911349588
855	5.908998743
856	5.907981736
857	5.896680595
858	5.896435544
859	5.89472937
860	5.894253197
861	5.893344049
862	5.892672927
863	5.891708521
864	5.883491567
865	5.876825244
866	5.875011722
867	5.874704529
868	5.873385643
869	5.871238004
870	5.870341473
871	5.844214188
872	5.839341804
873	5.837989914
874	5.834432181
875	5.83257474
876	5.832114868
877	5.828140827
878	5.824855116
879	5.822618615
880	5.813878852
881	5.802721822
882	5.800539423
883	5.798735213
884	5.796916514
885	5.796382735
886	5.793143367
887	5.78969117
888	5.788503264
889	5.786801173
890	5.786572603
891	5.785969332
892	5.785530382
893	5.785226647
894	5.784229547
895	5.775467257
896	5.764403338
897	5.763635626
898	5.762355193
899	5.759598669
900	5.75907112
901	5.746825392
902	5.746315887
903	5.745437681
904	5.744581248
905	5.735802894
906	5.724571059
907	5.715329057
908	5.714693333
909	5.713817539
910	5.713319429
911	5.712856816
912	5.712449244
913	5.706918693
914	5.688607144
915	5.687839639
916	5.687426308
917	5.686691632
918	5.685496407
919	5.684639925
920	5.678457565
921	5.675597327
922	5.673596855
923	5.671431131
924	5.66729707
925	5.667043776
926	5.666352975
927	5.66303797
928	5.662787841
929	5.660096521
930	5.659810599
931	5.649609288
932	5.642543564
933	5.641953933
934	5.638825461
935	5.638517193
936	5.635915827
937	5.6285781
938	5.626690475
939	5.626037983
940	5.624419296
941	5.623863656
942	5.622468613
943	5.620509648
944	5.620262274
945	5.619781014
946	5.616262633
947	5.615549728
948	5.614901438
949	5.613834325
950	5.613648627
951	5.613153263
952	5.612837662
953	5.612675835
954	5.611691873
955	5.609902485
956	5.608704021
957	5.60819467
958	5.607577713
959	5.602442103
960	5.601577374
961	5.58840872
962	5.587388185
963	5.583775822
964	5.58332289
965	5.580958752
966	5.574534257
967	5.573182683
968	5.572938108
969	5.572340899
970	5.570652686
971	5.570179503
972	5.568540528
973	5.563434615
974	5.559176246
975	5.554943255
976	5.554089087
977	5.551423776
978	5.550557302
979	5.550276647
980	5.549046262
981	5.54814967
982	5.547512124
983	5.546055274
984	5.528410406
985	5.526952388
986	5.526408647
987	5.526051781
988	5.524288815
989	5.522104741
990	5.512513397
991	5.511551837
992	5.511177851
993	5.506280522
994	5.505513695
995	5.505233332
996	5.493883031
997	5.491613356
998	5.491427633
999	5.488483989
